Filename,Line number,Column number,Producer component:Message number,Message text,Severity,Suppression type bitmask,Suppression justification,Rule Group,Rule Text,Team,Components
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,50,10,qacpp-5.3.0:2121,"This function hides the non-virtual function 'void ::PERMONO3D::Mono3D::getHeatmapTopk<N,B>(::PERMONO3D::TTensorRtOutput *,::PERMONO3D::ModelConfig3D const &,::vfc::TFixedVector<::vfc::TFixedVector<::PERMONO3D::TKeyPoints,N,::vfc::TFixedBlockAllocator<::PERMONO3D::TKeyPoints,SizeValue>>,B,::vfc::TFixedBlockAllocator<::vfc::TFixedVector<::PERMONO3D::TKeyPoints,N,::vfc::TFixedBlockAllocator<::PERMONO3D::TKeyPoints,SizeValue>>,SizeValue>>&,::vfc::TFixedVector<::PERMONO3D::TKeyPoints,N,::vfc::TFixedBlockAllocator<::PERMONO3D::TKeyPoints,SizeValue>>&)'.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,50,10,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,50,10,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Smoke3D::getHeatmapTopk<(@TempParam_1_0_),(@TempParam_1_1_)>(_,p{c::PERMONO3D::TTensorRtOutput},&={c::PERMONO3D::ModelConfig3D},&{c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_)>}>},(@TempParam_1_1_),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_)>}>},(@TempParam_1_1_)>}>},&{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_)>}>})' of a class shall be used.",2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,58,33,qacpp-5.3.0:3038,This is casting a pointer to void to a pointer to a more restrictively aligned fundamental.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,80,53,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Smoke3D::getHeatmapTopk<(34560),(1)>(,p{c::PERMONO3D::TTensorRtOutput},&={c::PERMONO3D::ModelConfig3D},&{c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>},(1),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>},(1)>}>},&{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>})::@BLK1::@BLK2::@unnamed0::()@=(_,&={c::PERMONO3D::TKeyPoints},&={c::PERMONO3D::TKeyPoints})' of a class shall be used.",2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,142,11,qacpp-5.3.0:2121,"This function hides the non-virtual function '::PERMONO3D::T2DBBox ::PERMONO3D::Mono3D::decode2DBbox(::std::__1::array<float,4ul>&,::std::__1::array<float,2ul>&,::PERMONO3D::ModelConfig3D const &)'.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,142,11,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,191,8,qacpp-5.3.0:2121,"This function hides the non-virtual function 'void ::PERMONO3D::Mono3D::decodeRegression<N,B>(::PERMONO3D::TTensorRtOutput *,::vfc::TFixedVector<::vfc::TFixedVector<::PERMONO3D::TKeyPoints,N,::vfc::TFixedBlockAllocator<::PERMONO3D::TKeyPoints,SizeValue>>,B,::vfc::TFixedBlockAllocator<::vfc::TFixedVector<::PERMONO3D::TKeyPoints,N,::vfc::TFixedBlockAllocator<::PERMONO3D::TKeyPoints,SizeValue>>,SizeValue>> const &,::vfc::TFixedVector<::PERMONO3D::Calibration,B,::vfc::TFixedBlockAllocator<::PERMONO3D::Calibration,SizeValue>> const &,::vfc::TFixedVector<::vfc::TFixedVector<::PERMONO3D::_3dobjInfo,100,::vfc::TFixedBlockAllocator<::PERMONO3D::_3dobjInfo,100>>,B,::vfc::TFixedBlockAllocator<::vfc::TFixedVector<::PERMONO3D::_3dobjInfo,100,::vfc::TFixedBlockAllocator<::PERMONO3D::_3dobjInfo,100>>,SizeValue>>&,::PERMONO3D::ModelConfig3D const &,::cv::Mat const &,bool)'.",2,0,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,191,8,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Smoke3D::decodeRegression<(@TempParam_1_0_),(@TempParam_1_1_)>(_,p{c::PERMONO3D::TTensorRtOutput},&={c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_)>}>},(@TempParam_1_1_),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(@TempParam_1_0_)>}>},(@TempParam_1_1_)>}>},&={c::vfc::TFixedVector<{c::PERMONO3D::Calibration},(@TempParam_1_1_),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::Calibration},(@TempParam_1_1_)>}>},&{c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::_3dobjInfo},(100),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::_3dobjInfo},(100)>}>},(@TempParam_1_1_),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::_3dobjInfo},(100),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::_3dobjInfo},(100)>}>},(@TempParam_1_1_)>}>},&={c::PERMONO3D::ModelConfig3D},&={c::cv::Mat},_o)' of a class shall be used.",2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/smoke3d.h,206,34,qacpp-5.3.0:3038,This is casting a pointer to void to a pointer to a more restrictively aligned fundamental.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,133,9,qacpp-5.3.0:4222,This binary operator is not implemented in terms of its assignment version.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,134,9,qacpp-5.3.0:4222,This binary operator is not implemented in terms of its assignment version.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,190,8,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,447,63,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Mono3D::SectorAndBoxArea(,&={c::PERMONO3D::Corners2D3D},&={c::PERMONO3D::Sector})::@unnamed0::()@=(_,&={c::PERMONO3D::Point},&={c::PERMONO3D::Point})' of a class shall be used.",2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,454,79,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Mono3D::SectorAndBoxArea(,&={c::PERMONO3D::Corners2D3D},&={c::PERMONO3D::Sector})::@unnamed1::()@=(_,&={c::PERMONO3D::Point},&={c::PERMONO3D::Point})' of a class shall be used.",2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,520,34,qacpp-5.3.0:3016,This is a cast from a floating point number to an integer type.,2,1,reviewed no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,526,8,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,573,8,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,734,8,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,742,31,qacpp-5.3.0:3038,This is casting a pointer to void to a pointer to a more restrictively aligned fundamental.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,775,51,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Mono3D::getHeatmapTopk<(32640),(4)>(,p{c::PERMONO3D::TTensorRtOutput},&={c::PERMONO3D::ModelConfig3D},&{c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(32640),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(32640)>}>},(4),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(32640),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(32640)>}>},(4)>}>},&{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(32640),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(32640)>}>})::@BLK1::@BLK2::@unnamed0::()@=(_,&={c::PERMONO3D::TKeyPoints},&={c::PERMONO3D::TKeyPoints})' of a class shall be used.",2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,775,51,rcma-3.3.0:1724,"Static function or private method '::PERMONO3D::Mono3D::getHeatmapTopk<(34560),(1)>(,p{c::PERMONO3D::TTensorRtOutput},&={c::PERMONO3D::ModelConfig3D},&{c::vfc::TFixedVector<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>},(1),{c::vfc::TFixedBlockAllocator<{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>},(1)>}>},&{c::vfc::TFixedVector<{c::PERMONO3D::TKeyPoints},(34560),{c::vfc::TFixedBlockAllocator<{c::PERMONO3D::TKeyPoints},(34560)>}>})::@BLK1::@BLK2::@unnamed0::()@=(_,&={c::PERMONO3D::TKeyPoints},&={c::PERMONO3D::TKeyPoints})' of a class shall be used.",2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,832,8,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d.h,847,34,qacpp-5.3.0:3038,This is casting a pointer to void to a pointer to a more restrictively aligned fundamental.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/mono3d/include/mono3d_utils.h,39,3,qacpp-5.3.0:2180,This constructor could be used when implicit conversions from fundamental types are required.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,61,19,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,62,23,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,132,13,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,133,32,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,143,59,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,144,10,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,144,27,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,145,10,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,145,27,qacpp-5.3.0:3000,This is an implicit conversion between signed and unsigned integer types.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,151,22,qacpp-5.3.0:4212,This non static member function does not access any member data.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,162,15,certcppcm-2.3.0:5017,"Use of 'void *memcpy(void *,void const *,unsigned long)'.",2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,162,15,qacpp-5.3.0:3803,The return value of this function call is not used.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,162,42,qacpp-5.3.0:3705,This is using pointer arithmetic.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,164,15,certcppcm-2.3.0:5017,"Use of 'void *memcpy(void *,void const *,unsigned long)'.",2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,164,15,qacpp-5.3.0:3803,The return value of this function call is not used.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,164,42,qacpp-5.3.0:3705,This is using pointer arithmetic.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,206,29,qacpp-5.3.0:3803,The return value of this function call is not used.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,227,32,qacpp-5.3.0:3045,This expression casts to a pointer from an integral type.,2,1,No risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,251,64,qacpp-5.3.0:3003,Bitwise operator is being applied to a signed type.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,252,66,qacpp-5.3.0:3003,Bitwise operator is being applied to a signed type.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,257,30,certcppcm-2.3.0:5017,"Use of 'void *memcpy(void *,void const *,unsigned long)'.",2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,259,30,certcppcm-2.3.0:5017,"Use of 'void *memcpy(void *,void const *,unsigned long)'.",2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
asw/asw/perception/parking/common/obj3d_detector/src/obj3d_detector.cpp,264,38,qacpp-5.3.0:3705,This is using pointer arithmetic.,2,1,no risk,rbScopeO,"rb35,rbSupGiven,rbSev2,rbCriticality-5",perception,asw/asw/perception/parking/
